Diddy - Dirty Money - Coming Home ft. Skylar Grey (Official Video),https://www.youtube.com/watch?v=k-ImCpNqbJw
[Drumstep] - Tristam & Braken - Flight [Monstercat Release],https://www.youtube.com/watch?v=OVMuwa-HRCQ
Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official),https://www.youtube.com/watch?v=fiore9Z5iUg
Flux Pavilion - I Can't Stop,https://www.youtube.com/watch?v=3Q9rewnLFYw
Elina Born - Miss Calculation (Official),https://www.youtube.com/watch?v=PxyLimYtxoU
Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,https://www.youtube.com/watch?v=SYM-RJwSGQ8
KDrew - Bullseye [100BPM],https://www.youtube.com/watch?v=kqjKOL0N8ks
Meg & Dia - Monster (DotEXE Dubstep Remix),https://www.youtube.com/watch?v=-0oZNWif_jk
Different Heaven & EH!DE - My Heart [NCS Release],https://www.youtube.com/watch?v=jK2aIUmmdP4
KDrew - Circles (Original Mix),https://www.youtube.com/watch?v=L2NhfzcVmBA
"Ariana Grande, The Weeknd - Love Me Harder (Official Video)",https://www.youtube.com/watch?v=g5qU7p7yOY8
Ariana Grande ft. Iggy Azalea - Problem (Official Video),https://www.youtube.com/watch?v=iS1g8G_njx8
Ellie Goulding - Burn (Official Video),https://www.youtube.com/watch?v=CGyEd0aKWZE
Katy Perry - This Is How We Do (Official),https://www.youtube.com/watch?v=7RMQksXpQSk
Katy Perry - Teenage Dream (Official Music Video),https://www.youtube.com/watch?v=98WtmW-lfeE
Demi Lovato - Heart Attack (Official Video),https://www.youtube.com/watch?v=AByfaYcOm4A
Taylor Swift - I Knew You Were Trouble,https://www.youtube.com/watch?v=vNoKguSdy4Y
James Arthur - Impossible (Official Video),https://www.youtube.com/watch?v=Mhj15W23IjA
Cash Cash - Overtime,https://www.youtube.com/watch?v=85ftfVUTzM4
Charli XCX - Break The Rules [Official Video],https://www.youtube.com/watch?v=ABhDiXbUaBE
Ellie Goulding - Love Me Like You Do (Official Video),https://www.youtube.com/watch?v=AJtDXIazrMo
Galantis - Runaway (U & I) [Premiere],https://www.youtube.com/watch?v=szj59j0hz_4
Lost Frequencies feat. Janieck Devy - Reality (Official Music Video),https://www.youtube.com/watch?v=ilw-qmqZ5zY
Madcon – Don’t Worry feat. Ray Dalton [Official Lyric Video],https://www.youtube.com/watch?v=qlPx6tmAIlM
Dzeko & Torres ft. Delaney Jane - L'Amour Toujours (Tiësto Edit) [OUT NOW],https://www.youtube.com/watch?v=hY5way9lsTQ
L'Amour Toujour [Techno Remix],https://www.youtube.com/watch?v=3xXzLsr1j4E
Clubland 9 - Keep on moving,https://www.youtube.com/watch?v=_8Xhy2JtUiU
Macklemore - And We Danced (HQ),https://www.youtube.com/watch?v=4zLOoPOvyHU
Dr. Kucho! & Gregor Salto ft. Ane Brun - Can't Stop Playing (Makes Me High) [Oliver Heldens Remix],https://www.youtube.com/watch?v=KSrOYPQiyFA
VINAI - The Wave ft. Harrison (Official Video),https://www.youtube.com/watch?v=pJXOZWFnBfo
ItaloBrothers - Sleep When Were Dead  (Extended Mix),https://www.youtube.com/watch?v=d3AFnht_rww
Foxes - Body Talk (Bakermat Remix) (Audio),https://www.youtube.com/watch?v=YQbM0bvoFhw
SEREBRO - KISS,https://www.youtube.com/watch?v=LwpJjYxl3Gw
Anna Naklab feat. Alle Farben & YouNotUs - Supergirl [Official Video],https://www.youtube.com/watch?v=31tiWX-8bdc
David Guetta Feat. Kid Cudi - Memories (Official Video),https://www.youtube.com/watch?v=NUVCQXMUVnI
KSHMR and BASSJACKERS ft SIRAH - Memories (Official Music Video),https://www.youtube.com/watch?v=LzVGvfBLEq0
Sigma ft. Labrinth - Higher (Official Video),https://www.youtube.com/watch?v=Xv2SCjuuGt8
AWOLNATION - Sail (Official Music Video),https://www.youtube.com/watch?v=tgIqecROs5M
Martin Garrix feat. Usher - Don't Look Down (Lyric Video),https://www.youtube.com/watch?v=HQfgW83kY0E
Taylor Swift - Shake It Off,https://www.youtube.com/watch?v=nfWlot6h_JM
"Young, Wild & Free Lyrics - Wiz Khalifa feat. Snoop Dogg",https://www.youtube.com/watch?v=XjpuU1Yk5Z8
"Skrillex & Damian ""Jr. Gong"" Marley - Make It Bun Dem [OFFICIAL VIDEO]",https://www.youtube.com/watch?v=BGpzGu9Yp6Y
Michael Woods feat. Lauren Dyson - In Your Arms (Official Lyric Video),https://www.youtube.com/watch?v=kMBom2I7eJ8
Alex Metric (feat. Stefan Storm) - Heart Weighs A Ton (Official Video),https://www.youtube.com/watch?v=quTz2FGWzrE
Pumped Up Kicks Dubstep - Amazing Dubstep Robot Dance - 1080p HD,https://www.youtube.com/watch?v=sM7qFp_xdeE
Sam Feldt - Show Me Love (EDX's Indian Summer Remix) [Official Video],https://www.youtube.com/watch?v=ZTEHNRGqcxA
Wilkinson - Breathe ft. Shannon Saunders,https://www.youtube.com/watch?v=8wmnuZHzUeo
Wilkinson - Dirty Love ft. Talay Riley,https://www.youtube.com/watch?v=rKUbBcEz3XQ
Wilkinson - Half Light ft. Tom Cane,https://www.youtube.com/watch?v=zrX5zrPoZoM
Wilkinson - Afterglow,https://www.youtube.com/watch?v=I9QGpHScGug
Ellie Goulding - On My Mind (Official Video),https://www.youtube.com/watch?v=H202k7KfZL0
IIRIS - Weirdo,https://www.youtube.com/watch?v=MhvrJe9vSsQ
"Sandra Lyng - ""Play My Drum"" - (Official musicvideo)",https://www.youtube.com/watch?v=zvfVPNYdlPg
ItaloBrothers - Welcome To The Dancefloor (Official Video HD),https://www.youtube.com/watch?v=3ITQf6Ve7Nc
Sander van Doorn & MOTi - Lost (Official Music Video),https://www.youtube.com/watch?v=GMI1hgN2lGk
"Fatboy Slim, Riva Starr & Beardyman - Eat Sleep Rave Repeat (Calvin Harris Remix) [Official Video]",https://www.youtube.com/watch?v=NIcW36J-h7Q
Sigala - Sweet Lovin' ft. Bryn Christopher (Official Video),https://www.youtube.com/watch?v=qj5zT4t7S6c
Imogen Heap - Hide And Seek (Official Video),https://www.youtube.com/watch?v=UYIAfiVGluk
Kwabs - Walk (Official Video),https://www.youtube.com/watch?v=TW9uj83Vq-0
Calvin Harris & Disciples - How Deep Is Your Love,https://www.youtube.com/watch?v=EgqUJOudrcM
Duke Dumont - Ocean Drive (Official Music Video),https://www.youtube.com/watch?v=KDxJlW6cxRk
Cartoon - On & On (feat. Daniel Levi) [NCS Release],https://www.youtube.com/watch?v=K4DyBUG242c
Adventure Club - Do I See Color,https://www.youtube.com/watch?v=E7BZwEgTOIM
Timmy Trumpet - Freaks (Original),https://www.youtube.com/watch?v=2GLe6hEC0zg
Jason Derulo - In My Head [Official Music Video],https://www.youtube.com/watch?v=UyG1FG3H6rY
The Weeknd - Can't Feel My Face (Official Video),https://www.youtube.com/watch?v=KEI4qSrkPAs
David Guetta & Showtek - Bad ft.Vassy (Lyrics Video),https://www.youtube.com/watch?v=oC-GflRB0y4
Iggy Azalea - Black Widow ft. Rita Ora (Official Music Video),https://www.youtube.com/watch?v=u3u22OYqFGo
