Syn Cole - Californication (VIP Mix),https://www.youtube.com/watch?v=Eh3Pai4MQ4E,MrSuicideSheep,2016-11-19 20:02:21,2016-11-19 19:31:39
Feki - Run Away,https://www.youtube.com/watch?v=ccyMA_RyLX8,MrSuicideSheep,2017-03-02 21:55:43,2017-03-02 21:30:01
Cammora - On My Way (Official Music Video),https://www.youtube.com/watch?v=sFZ1vgC2Sr0,Spinnin' Records,2017-03-28 12:15:07,2017-03-28 12:00:07
Snavs & ReauBeau - Dreams (Official Lyric Video),https://www.youtube.com/watch?v=4I_1KLreYjA,Spinnin' Records,2017-03-31 19:56:02,2017-03-31 19:00:01
Yves V & Marc Benjamin - Blow (Official Music Video),https://www.youtube.com/watch?v=c5BAM84BfqM,Spinnin' Records,2017-05-15 19:56:57,2017-05-15 19:00:04
Kygo & Ellie Goulding - First Time (R3HAB Remix),https://www.youtube.com/watch?v=CTVlTtyx8bo,Trap Nation,2017-07-01 20:03:22,2017-07-01 15:20:34
Nature One Inc. - We Call It Home (Prod. by Cuebrick) (Official Video 4K),https://www.youtube.com/watch?v=Vf0BFEylUpw,Kontor.TV,2017-07-15 16:34:42,2017-07-15 14:00:04
Alan Walker - All Falls Down (Lyrics / Lyric Video) feat. Noah Cyrus & Digital Farm Animals,https://www.youtube.com/watch?v=KJZsy_8Lyws,WaveMusic,2017-10-27 18:14:45,2017-10-27 17:30:01
DJ Gollum vs. Basslovers United - Narcotic (DJ Gollum Video Edit),https://www.youtube.com/watch?v=ER6KXhOx6_I,Zooland.TV,2017-11-08 18:46:13,2017-11-08 18:30:00
Sub Zero Project - Playing With Fire (Official Video Clip),https://www.youtube.com/watch?v=P7DIg4t0GOA,Dirty Workz,2017-11-17 17:07:38,2017-11-17 16:02:49
Shadisha - Cant Get You Out Of My Head (Original Mix) | #SOUNDOFSOUL,https://www.youtube.com/watch?v=2Z7ter00F3k,Sound Of Soul,2017-11-18 20:05:27,2017-11-18 19:51:23
D-Block & S-te-Fan - God Is A DJ (#EVO044),https://www.youtube.com/watch?v=Q_Vc4vu6Vrs,Scantraxx,2017-11-24 14:30:37,2017-11-24 08:50:49
Nightcore - My Life (Jinpachi Futushimo Edit) [Bounce Bro feat. Destiny],https://www.youtube.com/watch?v=4bid2avUYxE,CLuBLioNx,2017-12-08 21:40:32,2017-12-08 21:35:34
Marasco & DJ Nessen feat. Giang Pham - Lighthouse,https://www.youtube.com/watch?v=I-4w_X4c-qg,Zooland.TV,2018-03-08 20:45:45,2018-03-08 20:22:27
「Nightcore」→ Whiteline Fever (Radio Mix) || Megastylez,https://www.youtube.com/watch?v=yNy8aIb5XhQ,NMusic,2018-03-16 16:11:50,2018-03-16 16:00:07
Nightcore - Infected (Lyrics),https://www.youtube.com/watch?v=Ncd4gKmZImw,Chino,2018-03-21 20:53:04,2018-03-21 19:32:19
「Nightcore」→ Kinder Des Mondes (Hands Up Remix) ✕,https://www.youtube.com/watch?v=_CScxfRYQcc,NightcoreBone,2018-03-25 17:34:41,2018-03-25 16:00:08
Blasterjaxx - 1 Second (Official Music Video),https://www.youtube.com/watch?v=RUuMAmyO5Ag,Spinnin' Records,2018-03-26 16:52:58,2018-03-26 15:00:02
Element Zero - Dance (Hardstyle) | HQ Videoclip,https://www.youtube.com/watch?v=xD4bR_h5yjc,HardstyleUp2Datez [HU2Dz],2018-04-12 16:10:15,2018-04-12 16:00:07
Illusion & Mindrockerz - Easy Come,https://www.youtube.com/watch?v=yz36toXElIY,HardstyleMUSIC™,2018-04-30 11:53:33,2018-04-30 09:45:37
Xoss - Oh My! (Hardstyle) | HQ Videoclip,https://www.youtube.com/watch?v=2neK7tm5cBE,HardstyleUp2Datez [HU2Dz],2018-04-30 16:13:13,2018-04-30 16:00:01
